eval_budget,method,runs,normalized_simple_regret_mean,normalized_simple_regret_std
1,Bayesian Optimization,35,0.4812837400159443,0.3283865642913645
1,CrossDataset-HyperRL,35,0.23646978663146676,0.22707804599650602
1,CrossDataset-LC-DQN,35,0.2691547654191784,0.24245157803836953
1,Random Search,35,0.4812837400159443,0.3283865642913645
2,Bayesian Optimization,35,0.45630648216460706,0.3257380880510279
2,CrossDataset-HyperRL,35,0.17858361189273847,0.1840913157572496
2,CrossDataset-LC-DQN,35,0.1549392814260432,0.1840815532625223
2,Random Search,35,0.45630648216460706,0.3257380880510279
3,Bayesian Optimization,35,0.15246622677117894,0.17838750987037416
3,CrossDataset-HyperRL,35,0.1610669136102612,0.17670864409450235
3,CrossDataset-LC-DQN,35,0.150661590463506,0.18170800250691874
3,Random Search,35,0.15246622677117894,0.17838750987037416
4,Bayesian Optimization,35,0.13265869913552072,0.17984940609469996
4,CrossDataset-HyperRL,35,0.12808194264490708,0.16786834693371191
4,CrossDataset-LC-DQN,35,0.14790093210969887,0.18141297438973408
4,Random Search,35,0.1397945084938394,0.17836665970786666
5,Bayesian Optimization,35,0.12667413358987215,0.17781119491128555
5,CrossDataset-HyperRL,35,0.10600481883747132,0.15463365423376116
5,CrossDataset-LC-DQN,35,0.14162365756651285,0.18331609846396876
5,Random Search,35,0.13512567930100772,0.17974191484506089
6,Bayesian Optimization,35,0.10575360625714782,0.16696027532208427
6,CrossDataset-HyperRL,35,0.06946571394727831,0.094523113911326
6,CrossDataset-LC-DQN,35,0.14162365756651285,0.18331609846396876
6,Random Search,35,0.13252917208774045,0.1745535632895109
7,Bayesian Optimization,35,0.09966034972954783,0.15699438679900718
7,CrossDataset-HyperRL,35,0.06946571394727831,0.094523113911326
7,CrossDataset-LC-DQN,35,0.13992176884619986,0.1807725933308143
7,Random Search,35,0.13252917208774045,0.1745535632895109
8,Bayesian Optimization,35,0.0916768274626002,0.15463092595549213
8,CrossDataset-HyperRL,35,0.06841954719803268,0.0944377396734888
8,CrossDataset-LC-DQN,35,0.13602322303437672,0.18186756541956858
8,Random Search,35,0.10708243595243563,0.1563576933634298
9,Bayesian Optimization,35,0.08765250705473313,0.15305082685921828
9,CrossDataset-HyperRL,35,0.06841954719803268,0.0944377396734888
9,CrossDataset-LC-DQN,35,0.12964632366315493,0.16978115179447947
9,Random Search,35,0.08913626173575981,0.1493762558841639
10,Bayesian Optimization,35,0.07100740655441484,0.14710980819625713
10,CrossDataset-HyperRL,35,0.06357788419905912,0.0919822505805101
10,CrossDataset-LC-DQN,35,0.1249054572689099,0.17101791183332699
10,Random Search,35,0.08854802842300313,0.14925347615813472
11,Bayesian Optimization,35,0.06482981854151847,0.14109752406047807
11,CrossDataset-HyperRL,35,0.06289436242803825,0.09222774668187192
11,CrossDataset-LC-DQN,35,0.12392985133442179,0.17141865199475803
11,Random Search,35,0.07869288422238262,0.14864756752236383
12,Bayesian Optimization,35,0.05434497675752084,0.13249399656890934
12,CrossDataset-HyperRL,35,0.06289436242803825,0.09222774668187192
12,CrossDataset-LC-DQN,35,0.10187103138857416,0.16844530125852336
12,Random Search,35,0.07869288422238262,0.14864756752236383
13,Bayesian Optimization,35,0.05338608095871588,0.13280473501317575
13,CrossDataset-HyperRL,35,0.06178680301574898,0.09203757616000098
13,CrossDataset-LC-DQN,35,0.0971329825537832,0.1634368673932965
13,Random Search,35,0.07869288422238262,0.14864756752236383
14,Bayesian Optimization,35,0.05088903843292561,0.1328545933119552
14,CrossDataset-HyperRL,35,0.06078755506326783,0.09259365926835163
14,CrossDataset-LC-DQN,35,0.0971329825537832,0.1634368673932965
14,Random Search,35,0.07869288422238262,0.14864756752236383
15,Bayesian Optimization,35,0.043345839314231756,0.13294644189772845
15,CrossDataset-HyperRL,35,0.0606146433103567,0.09175740292118793
15,CrossDataset-LC-DQN,35,0.09557450141676116,0.16361696076122076
15,Random Search,35,0.07813538783770477,0.14878074958616835
16,Bayesian Optimization,35,0.042702496169998244,0.1328255120943189
16,CrossDataset-HyperRL,35,0.058994669931277,0.09187394712485969
16,CrossDataset-LC-DQN,35,0.09500357366646558,0.16371594095059083
16,Random Search,35,0.05001741029824857,0.08220979187334161
17,Bayesian Optimization,35,0.03789453169421792,0.13139002173223638
17,CrossDataset-HyperRL,35,0.058334602449989593,0.09148351240641023
17,CrossDataset-LC-DQN,35,0.09263277263389286,0.1612784583719745
17,Random Search,35,0.04971019291620015,0.08225682409600397
18,Bayesian Optimization,35,0.036768942617436136,0.13146986899692553
18,CrossDataset-HyperRL,35,0.05804841207543272,0.09158483348595724
18,CrossDataset-LC-DQN,35,0.09151779260323527,0.16179404569962016
18,Random Search,35,0.04971019291620015,0.08225682409600397
19,Bayesian Optimization,35,0.03161586898880343,0.12373712073863781
19,CrossDataset-HyperRL,35,0.05804841207543272,0.09158483348595724
19,CrossDataset-LC-DQN,35,0.08773818948757038,0.16151574866532614
19,Random Search,35,0.04953471217725564,0.08231126523653153
20,Bayesian Optimization,35,0.02912968483889631,0.12281746661123683
20,CrossDataset-HyperRL,35,0.05774766034608719,0.09169153338097961
20,CrossDataset-LC-DQN,35,0.08719001353835502,0.16006182706066882
20,Random Search,35,0.04953471217725564,0.08231126523653153
