eval_budget,method,runs,normalized_simple_regret_mean,normalized_simple_regret_std
1,CrossDataset-LC-DQN,75,0.29459029993850844,0.3067119613746518
2,CrossDataset-LC-DQN,75,0.15179862805750863,0.192781426483789
3,CrossDataset-LC-DQN,75,0.0925422854926507,0.09717553680959017
4,CrossDataset-LC-DQN,75,0.06944568727935208,0.06958204069389848
5,CrossDataset-LC-DQN,75,0.06038048050653411,0.06498436359867775
6,CrossDataset-LC-DQN,75,0.05424968785630948,0.05466634545053347
7,CrossDataset-LC-DQN,75,0.05099858636736035,0.053620025728026384
8,CrossDataset-LC-DQN,75,0.04624785382449971,0.04360590588170395
9,CrossDataset-LC-DQN,75,0.04127775480304134,0.03680837304031038
10,CrossDataset-LC-DQN,75,0.040232576681466625,0.03483505095312769
